mixture,system,checkpoint,naoh_volume_ml,measured_titration_linear_interpolation_ph,pf_posterior_mean_ph,pf_credible_lower_2p5_ph,pf_credible_upper_97p5_ph
1,pHBA + TPA,0,2.54,7.7714,4.390412834421678,1.479036600961876,11.423176710702752
1,pHBA + TPA,0,2.56,7.8296,4.399668237703534,1.4804224800474746,11.450731804782158
1,pHBA + TPA,0,2.58,7.8878,4.409037360730862,1.4818078116024198,11.47657339818533
1,pHBA + TPA,0,2.6,7.946,4.423999075318939,1.483192598621979,11.500898344995203
1,pHBA + TPA,0,2.62,8.0042,4.439241518066452,1.4845768440954683,11.523871424933198
1,pHBA + TPA,0,2.64,8.0624,4.4492498147588275,1.4859605510062899,11.54563195382196
1,pHBA + TPA,0,2.66,8.1206,4.459104199115812,1.487343722331977,11.566298774171273
1,pHBA + TPA,0,2.68,8.1788,4.4723438814235115,1.4887263610442294,11.585974080050253
1,pHBA + TPA,0,2.7,8.237,4.4822043962617135,1.4901084701089555,11.604746388462136
1,pHBA + TPA,0,2.72,8.295200000000001,4.4957463600473355,1.4914900524863102,11.622692876033923
1,pHBA + TPA,0,2.74,8.3534,4.505071895218543,1.492871111130735,11.639881237059889
1,pHBA + TPA,0,2.7600000000000002,8.4116,4.517605418912133,1.4942516489909958,11.65637117593758
1,pHBA + TPA,0,2.7800000000000002,8.4698,4.526323851023251,1.4956316690102218,11.672215617066215
1,pHBA + TPA,0,2.8000000000000003,8.528,4.53512564879975,1.4970111741259426,11.687461694058303
1,pHBA + TPA,0,2.82,8.586199999999998,4.5467386112374495,1.4983901672701272,11.702151564873336
1,pHBA + TPA,0,2.84,8.6444,4.55593811195064,1.4997686513692212,11.716323088387469
1,pHBA + TPA,0,2.86,8.702599999999999,4.564676627823328,1.5011466293441837,11.73001038973753
1,pHBA + TPA,0,2.88,8.7608,4.577058689168476,1.502524104110524,11.743244335684793
1,pHBA + TPA,0,2.9,8.818999999999999,4.585659615789408,1.5039010785783393,11.756052936655166
1,pHBA + TPA,0,2.92,8.877199999999998,4.594454109074291,1.5052775556523499,11.768461688622573
1,pHBA + TPA,0,2.94,8.9354,4.606832808182135,1.5066535382319364,11.780493865323823
1,pHBA + TPA,0,2.96,8.993599999999999,4.616819235468792,1.5080290292111758,11.792170769220064
1,pHBA + TPA,0,2.98,9.0518,4.63015988845878,1.5094040314788764,11.803511948001727
1,pHBA + TPA,0,3.0,9.11,4.639700785387699,1.5107785479186089,11.81453538216342
1,pHBA + TPA,0,3.02,9.1242,4.648715742795717,1.512152581408754,11.82525764816586
