task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,initial_ph,target_ph,overshoot_cap_events,overshoot_cap_applied_steps,overshoot_cap_final_ml,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,label,training_seed,benchmark_seed,checkpoint_sha256,checkpoint_reward_variant,step_cost
1000202,1198,monoprotic,far,base,single,1,3.362,6.9,7,4,0.02,1,0,0,1,0,13,7,0.06261375452104367,18.39,3.3699999999999997,15.02,6.962613754521044,6.96,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1199,monoprotic,medium,acid,single,1,8.658,6.672,0,0,,0,0,1,0,0,50,0,1.6105787642353713,1.500000000000001,1.500000000000001,0.0,8.282578764235371,8.28,max_steps,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1200,triprotic,medium,acid,separated,3,6.214,4.438,0,0,,1,0,0,1,0,3,0,0.09419441394057859,6.76,6.76,0.0,4.532194413940578,4.53,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1201,monoprotic,far,base,single,1,7.678,11.215,3,2,0.205,1,0,0,1,0,6,3,0.08936158343391654,12.670000000000002,2.37,10.3,11.304361583433916,11.3,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1202,monoprotic,medium,base,single,1,3.575,4.76,5,2,0.11,1,1,0,1,0,5,5,0.006025995137679985,7.5,2.4,5.1,4.76602599513768,4.7700000000000005,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1203,monoprotic,medium,acid,single,1,4.427,2.661,1,0,2.645,1,1,0,1,0,1,1,0.023425663116892093,5.29,5.29,0.0,2.637574336883108,2.64,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1204,monoprotic,medium,acid,single,1,2.829,1.714,0,0,,1,1,0,1,0,1,0,0.0018544589676112722,3.81,3.81,0.0,1.7158544589676112,1.72,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1205,monoprotic,near,base,single,1,5.875,6.093,0,0,,1,0,0,1,0,10,0,0.08596240550756207,0.30000000000000004,0.0,0.30000000000000004,6.007037594492438,6.01,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1206,monoprotic,medium,base,single,1,7.992,9.658,3,2,0.135,1,0,0,1,0,6,3,0.08483118938309353,10.989999999999998,2.25,8.739999999999998,9.742831189383093,9.74,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1207,diprotic,medium,acid,separated,2,5.358,4.236,2,1,0.29,1,0,0,1,0,4,2,0.07876379479882001,7.0200000000000005,6.44,0.58,4.31476379479882,4.3100000000000005,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1208,monoprotic,medium,acid,single,1,5.013,3.905,5,5,0.075,1,0,0,1,0,7,5,0.06778868471845145,7.76,4.61,3.15,3.8372113152815484,3.84,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1209,monoprotic,near,acid,single,1,8.18,7.619,0,0,,1,0,0,1,0,36,0,0.09084556117491083,1.0800000000000007,1.0800000000000007,0.0,7.709845561174911,7.71,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1210,triprotic,far,base,overlapping,3,2.676,4.904,0,0,,1,0,0,1,0,2,0,0.0536935000179497,8.32,0.0,8.32,4.85030649998205,4.8500000000000005,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1211,monoprotic,medium,base,single,1,4.01,5.275,2,1,0.51,1,1,0,1,0,4,2,0.03159395333255688,7.43,1.02,6.41,5.2434060466674435,5.24,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
1000202,1212,diprotic,medium,base,separated,2,2.893,3.775,0,0,,1,0,0,1,0,2,0,0.05323133883506381,2.8400000000000003,0.0,2.8400000000000003,3.721768661164936,3.72,measured_success,step_cost_0p01,303,202,bf3ea5023694769de1e9bd2b01fd61e5d443c8ee96667fb451581af256b51762,full,0.01
