BASE,,SSA1,,SSA2,,SSA3,,SSA4R,,SSA5R,,SSA6,,SSA7,,SSA8,,SSA9,,SSA10,,SSA11,,SSAP,,CUP,
波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs,波长 (nm),Abs
483.9843445,0.000521968,483.9843445,0.004599878,483.9843445,0.012029361,483.9843445,0.023241056,484.0144043,0.020954469,484.0144043,0.021156302,483.9843445,0.017361082,483.9843445,0.021533782,483.9843445,0.014879551,483.9843445,0.013951447,483.9843445,0.011725334,483.9843445,0.006612568,483.9843445,0.003535151,483.9843445,0.002011799
482.0046387,0.0001971145975,482.0046387,0.004486404,482.0046387,0.01296587,482.0046387,0.02427021,481.9967957,0.022236075,481.9967957,0.02284351,482.0046387,0.018385591,482.0046387,0.023882771,482.0046387,0.016521851,482.0046387,0.014573067,482.0046387,0.012428286,482.0046387,0.006387984,482.0046387,0.003319796,482.0046387,0.001911947
479.9860229,-0.000549522,479.9860229,0.004547035,479.9860229,0.013576439,479.9860229,0.025660943,480.0164795,0.024362635,480.0164795,0.02532563,479.9860229,0.02014661,479.9860229,0.025232479,479.9860229,0.017121179,479.9860229,0.015634241,479.9860229,0.01224884,479.9860229,0.006831299,479.9860229,0.003406771,479.9860229,0.001348498
478.0046692,-0.000169572,478.0046692,0.004666072,478.0046692,0.014747505,478.0046692,0.027701732,477.9972839,0.02675386,477.9972839,0.028027095,478.0046692,0.022151757,478.0046692,0.027450781,478.0046692,0.019634411,478.0046692,0.017205844,478.0046692,0.013964786,478.0046692,0.007014386,478.0046692,0.00311959,478.0046692,0.001560618
475.9845276,-6.16E-06,475.9845276,0.006548889,475.9845276,0.016675849,475.9845276,0.029110653,476.0154724,0.029182851,476.0154724,0.031535253,475.9845276,0.025771901,475.9845276,0.030090544,475.9845276,0.022225775,475.9845276,0.018607685,475.9845276,0.015014477,475.9845276,0.00859027,475.9845276,0.003635926,475.9845276,0.001760236
474.0016174,0.0002190764208,474.0016174,0.006725417,474.0016174,0.017993568,474.0016174,0.031657688,473.9946899,0.030830471,473.9946899,0.033627924,474.0016174,0.027973559,474.0016174,0.031537257,474.0016174,0.023657361,474.0016174,0.020054944,474.0016174,0.016174601,474.0016174,0.00887845,474.0016174,0.003472313,474.0016174,0.001242646
472.0179138,3.046885286E-005,472.0179138,0.006428126,472.0179138,0.020327045,472.0179138,0.033472076,472.0112305,0.034586113,472.0112305,0.037952427,472.0179138,0.030313684,472.0179138,0.034519851,472.0179138,0.025945153,472.0179138,0.022515217,472.0179138,0.01677501,472.0179138,0.008381472,472.0179138,0.002893808,472.0179138,0.001070357
469.9953613,0.000136518,469.9953613,0.007837721,469.9953613,0.022167284,469.9953613,0.036284935,469.9888916,0.037978444,469.9888916,0.041802242,469.9953613,0.034151837,469.9953613,0.037194241,469.9953613,0.028622726,469.9953613,0.023413792,469.9953613,0.018121503,469.9953613,0.010046912,469.9953613,0.003381699,469.9953613,0.002128582
468.0101013,-0.00025097,468.0101013,0.008722781,468.0101013,0.024117548,468.0101013,0.039167315,468.0038757,0.040203724,468.0038757,0.045014061,468.0101013,0.036749095,468.0101013,0.039245427,468.0101013,0.030619927,468.0101013,0.025475644,468.0101013,0.018960455,468.0101013,0.009879041,468.0101013,0.00287059,468.0101013,0.001820514
465.9859314,0.0002883100533,465.9859314,0.010329566,465.9859314,0.026726879,465.9859314,0.042375416,466.0181885,0.04308505,466.0181885,0.049080189,465.9859314,0.041104436,465.9859314,0.043603446,465.9859314,0.034258097,465.9859314,0.028316561,465.9859314,0.020933444,465.9859314,0.011139456,465.9859314,0.004155045,465.9859314,0.002137401
463.9992371,-6.84E-05,463.9992371,0.009980185,463.9992371,0.027657311,463.9992371,0.043593943,463.9934692,0.047629144,463.9934692,0.053961638,463.9992371,0.044281036,463.9992371,0.046402082,463.9992371,0.03583001,463.9992371,0.029191654,463.9992371,0.022113785,463.9992371,0.01093803,463.9992371,0.003119278,463.9992371,0.0005641626776
462.0117493,-0.000147007,462.0117493,0.010272231,462.0117493,0.030791983,462.0117493,0.047942761,462.0061951,0.051744122,462.0061951,0.059349783,462.0117493,0.047948342,462.0117493,0.049120478,462.0117493,0.038721617,462.0117493,0.032050654,462.0117493,0.023321461,462.0117493,0.011976245,462.0117493,0.002866969,462.0117493,0.0007114369655
459.9852295,-0.000138675,459.9852295,0.011841248,459.9852295,0.033522267,459.9852295,0.051930942,460.018158,0.055287212,460.018158,0.063942514,459.9852295,0.052799061,459.9852295,0.053443439,459.9852295,0.04272633,459.9852295,0.035229106,459.9852295,0.024698494,459.9852295,0.012628753,459.9852295,0.002703463,459.9852295,0.001168121
457.9962158,-0.000232704,457.9962158,0.012911466,457.9962158,0.035934486,457.9962158,0.054932173,457.9911194,0.059707798,457.9911194,0.069623999,457.9962158,0.05727445,457.9962158,0.058395069,457.9962158,0.046330795,457.9962158,0.037747577,457.9962158,0.026561875,457.9962158,0.013296096,457.9962158,0.003183212,457.9962158,0.001470246
456.0065002,0.001178036,456.0065002,0.014543247,456.0065002,0.040154684,456.0065002,0.060308564,456.0016174,0.065312795,456.0016174,0.075941369,456.0065002,0.062893249,456.0065002,0.06398043,456.0065002,0.051210824,456.0065002,0.041835248,456.0065002,0.029068885,456.0065002,0.015256195,456.0065002,0.00325931,456.0065002,0.002625067
454.0159607,0.0004038276093,454.0159607,0.015293251,454.0159607,0.043141395,454.0159607,0.063742787,454.011322,0.069449738,454.011322,0.083045132,454.0159607,0.068868905,454.0159607,0.06813319,454.0159607,0.054405101,454.0159607,0.043442976,454.0159607,0.031415548,454.0159607,0.015745003,454.0159607,0.003369933,454.0159607,0.001391605
451.9863892,0.0008611474768,451.9863892,0.016633485,451.9863892,0.047456149,451.9863892,0.068178497,451.9819641,0.074722245,451.9819641,0.088426478,451.9863892,0.074577615,451.9863892,0.073944181,451.9863892,0.06008793,451.9863892,0.047498021,451.9863892,0.033172701,451.9863892,0.017133188,451.9863892,0.003432991,451.9863892,0.001711505
449.9943542,0.000522978,449.9943542,0.017806793,449.9943542,0.050612908,449.9943542,0.07277187,449.9901733,0.081764996,449.9901733,0.096872665,449.9943542,0.080200173,449.9943542,0.078195252,449.9943542,0.064258061,449.9943542,0.050966412,449.9943542,0.03593443,449.9943542,0.018102558,449.9943542,0.003713042,449.9943542,0.001842168
448.0016785,-0.000480437,448.0016785,0.019240448,448.0016785,0.054397412,448.0016785,0.077183217,447.9977112,0.086994611,447.9977112,0.103503719,448.0016785,0.086037397,448.0016785,0.084242716,448.0016785,0.068616167,448.0016785,0.054435879,448.0016785,0.037234005,448.0016785,0.018677697,448.0016785,0.002684136,448.0016785,0.001005487
446.0082092,-0.000164241,446.0082092,0.020256523,446.0082092,0.05852671,446.0082092,0.082691312,446.0044556,0.093137898,446.0044556,0.111827001,446.0082092,0.092981227,446.0082092,0.090858608,446.0082092,0.074056618,446.0082092,0.05836818,446.0082092,0.040316474,446.0082092,0.02006034,446.0082092,0.002568922,446.0082092,0.001384048
444.0140381,0.0004111602029,444.0140381,0.022364231,444.0140381,0.063435793,444.0140381,0.089557625,444.0105591,0.100623392,444.0105591,0.121026024,444.0140381,0.100486018,444.0140381,0.097174607,444.0140381,0.08098536,444.0140381,0.063096814,444.0140381,0.043137878,444.0140381,0.021835662,444.0140381,0.003375646,444.0140381,0.001693938
442.0191345,0.0002294879523,442.0191345,0.023687979,442.0191345,0.067568906,442.0191345,0.095387444,442.0158386,0.106929153,442.0158386,0.129375368,442.0191345,0.10829743,442.0191345,0.103486374,442.0191345,0.086223938,442.0191345,0.067029327,442.0191345,0.045993328,442.0191345,0.022906704,442.0191345,0.002952132,442.0191345,0.0009951345855
439.9851379,0.0001525469124,439.9851379,0.025920725,439.9851379,0.072090119,439.9851379,0.100598522,439.9820862,0.114605948,439.9820862,0.139923811,439.9851379,0.115783006,439.9851379,0.110630512,439.9851379,0.091436915,439.9851379,0.072126247,439.9851379,0.048553221,439.9851379,0.023901753,439.9851379,0.002266396,439.9851379,0.001041242
437.9887695,0.0003010545915,437.9887695,0.027816994,437.9887695,0.077745907,437.9887695,0.108025037,437.9859314,0.122025482,437.9859314,0.148031697,437.9887695,0.123868965,437.9887695,0.119044542,437.9887695,0.098680943,437.9887695,0.077164941,437.9887695,0.051885784,437.9887695,0.026257351,437.9887695,0.003565478,437.9887695,0.001760704
435.9916992,-0.00016952,435.9916992,0.028965771,435.9916992,0.082427785,435.9916992,0.114195436,435.9891052,0.130045578,435.9891052,0.158466935,435.9916992,0.132298276,435.9916992,0.125883594,435.9916992,0.103912957,435.9916992,0.081991605,435.9916992,0.054892398,435.9916992,0.028113969,435.9916992,0.002676947,435.9916992,0.001203915
433.993866,0.0001106507261,433.993866,0.030798737,433.993866,0.088361241,433.993866,0.120815001,433.9915161,0.138338745,433.9915161,0.168057665,433.993866,0.141309276,433.993866,0.133653179,433.993866,0.111861929,433.993866,0.086425439,433.993866,0.058123171,433.993866,0.029342208,433.993866,0.003081865,433.993866,0.001594496
431.9954224,-0.000285118,431.9954224,0.032846224,431.9954224,0.093036637,431.9954224,0.127941653,431.9932861,0.147328988,431.9932861,0.179840401,431.9954224,0.149477661,431.9954224,0.142045453,431.9954224,0.118424572,431.9954224,0.091958083,431.9954224,0.060725093,431.9954224,0.030305801,431.9954224,0.002449287,431.9954224,0.001494792
429.9961853,-0.000219147,429.9961853,0.034519598,429.9961853,0.099163227,429.9961853,0.13511321,429.9942932,0.155380189,429.9942932,0.189291924,429.9961853,0.158865646,429.9961853,0.150089786,429.9961853,0.125453651,429.9961853,0.096894957,429.9961853,0.063889824,429.9961853,0.032215472,429.9961853,0.002471311,429.9961853,0.001226395
427.9963379,7.561949315E-005,427.9963379,0.037073813,427.9963379,0.104609788,427.9963379,0.143011078,427.9946594,0.163939655,427.9946594,0.200146437,427.9963379,0.16856195,427.9963379,0.159719333,427.9963379,0.133154258,427.9963379,0.103441432,427.9963379,0.067561828,427.9963379,0.034023542,427.9963379,0.003203657,427.9963379,0.00091619
425.9957275,0.0004518156638,425.9957275,0.038713269,425.9957275,0.110308893,425.9957275,0.149992913,425.9942932,0.173161715,425.9942932,0.212263838,425.9957275,0.17726399,425.9957275,0.167635113,425.9957275,0.140050367,425.9957275,0.108668923,425.9957275,0.071508743,425.9957275,0.036390759,425.9957275,0.002765408,425.9957275,0.001589846
423.9944153,0.0005175875849,423.9944153,0.041522164,423.9944153,0.116881773,423.9944153,0.158087611,423.9931946,0.181652248,423.9931946,0.22237803,423.9944153,0.18812792,423.9944153,0.177175194,423.9944153,0.148520231,423.9944153,0.115108378,423.9944153,0.07523939,423.9944153,0.03827386,423.9944153,0.003071072,423.9944153,0.001857064
421.9924927,-0.000240052,421.9924927,0.042716905,421.9924927,0.122955024,421.9924927,0.165372282,421.9914856,0.191219866,421.9914856,0.234829024,421.9924927,0.197222933,421.9924927,0.185548976,421.9924927,0.155957356,421.9924927,0.120366782,421.9924927,0.078367949,421.9924927,0.039496906,421.9924927,0.002560902,421.9924927,0.00114336
419.9897766,0.0001619210234,419.9897766,0.045239173,419.9897766,0.128473014,419.9897766,0.172949836,419.9890137,0.200902939,419.9890137,0.246357486,419.9897766,0.206565484,419.9897766,0.194594115,419.9897766,0.162854388,419.9897766,0.126069009,419.9897766,0.082177326,419.9897766,0.041500803,419.9897766,0.002536816,419.9897766,0.001780639
417.9864807,0.0005522916326,417.9864807,0.047295634,417.9864807,0.134331569,417.9864807,0.178916484,417.9859314,0.209657505,417.9859314,0.25666067,417.9864807,0.215822339,417.9864807,0.202194035,417.9864807,0.169648781,417.9864807,0.132022336,417.9864807,0.08488185,417.9864807,0.043346629,417.9864807,0.003054805,417.9864807,0.001484376
415.9823914,-0.000150941,415.9823914,0.049411766,415.9823914,0.139686719,415.9823914,0.185846776,415.9820862,0.217363805,415.9820862,0.267391235,415.9823914,0.22462675,415.9823914,0.211366251,415.9823914,0.177414849,415.9823914,0.137659282,415.9823914,0.088580407,415.9823914,0.044469059,415.9823914,0.002373435,415.9823914,0.0009737820365
414.0162964,-0.000139555,414.0162964,0.050756119,414.0162964,0.14530018,414.0162964,0.19519043,414.0162048,0.225116894,414.0162048,0.277092606,414.0162964,0.234880716,414.0162964,0.219388261,414.0162964,0.18406634,414.0162964,0.142649144,414.0162964,0.092172086,414.0162964,0.047198344,414.0162964,0.00237471,414.0162964,0.001103418
412.0108643,-0.000195085,412.0108643,0.052538738,412.0108643,0.149776727,412.0108643,0.20062843,412.0109863,0.234047636,412.0109863,0.289397866,412.0108643,0.242036641,412.0108643,0.226484016,412.0108643,0.190543369,412.0108643,0.148349717,412.0108643,0.094668798,412.0108643,0.048210729,412.0108643,0.001774661,412.0108643,-3.14E-05
410.0048523,-0.000434253,410.0048523,0.054529876,410.0048523,0.155146882,410.0048523,0.207572952,410.0052185,0.241258338,410.0052185,0.297397673,410.0048523,0.251023799,410.0048523,0.23416391,410.0048523,0.19731842,410.0048523,0.152509317,410.0048523,0.098673277,410.0048523,0.050369907,410.0048523,0.002057546,410.0048523,0.001481389
407.9981079,0.0008909245953,407.9981079,0.056088079,407.9981079,0.160827756,407.9981079,0.213885963,407.9987183,0.247359783,407.9987183,0.307100952,407.9981079,0.259032756,407.9981079,0.240809128,407.9981079,0.203350917,407.9981079,0.157237008,407.9981079,0.10042426,407.9981079,0.052080046,407.9981079,0.002347304,407.9981079,0.001747942
405.9907837,0.0002804355463,405.9907837,0.058532931,405.9907837,0.164574757,405.9907837,0.218575686,405.9916077,0.255889982,405.9916077,0.314726025,405.9907837,0.266000569,405.9907837,0.247850686,405.9907837,0.208911285,405.9907837,0.161786631,405.9907837,0.103948079,405.9907837,0.053174011,405.9907837,0.003067579,405.9907837,0.001058653
403.9827271,8.082351269E-005,403.9827271,0.058564536,403.9827271,0.16929768,403.9827271,0.22496374,403.9837646,0.260540813,403.9837646,0.322356373,403.9827271,0.271511138,403.9827271,0.25313291,403.9827271,0.213698104,403.9827271,0.165139064,403.9827271,0.104950778,403.9827271,0.054366697,403.9827271,0.003233021,403.9827271,0.000739907
402.0126648,-0.000982555,402.0126648,0.060231209,402.0126648,0.172382772,402.0126648,0.227521777,402.0139465,0.265340686,402.0139465,0.328452617,402.0126648,0.276950628,402.0126648,0.258214921,402.0126648,0.217213601,402.0126648,0.168824077,402.0126648,0.106743097,402.0126648,0.055582993,402.0126648,0.002041395,402.0126648,0.001070175
400.0033264,0.0002826372802,400.0033264,0.06174266,400.0033264,0.175529748,400.0033264,0.231075913,400.0048523,0.270195127,400.0048523,0.334080935,400.0033264,0.283034891,400.0033264,0.26181221,400.0033264,0.220803723,400.0033264,0.170634985,400.0033264,0.109439172,400.0033264,0.057076283,400.0033264,0.0027466,400.0033264,0.0008901982801
397.9933472,1.035438828E-007,397.9933472,0.062090438,397.9933472,0.178145677,397.9933472,0.233846799,397.9950867,0.273335844,397.9950867,0.339087218,397.9933472,0.285305679,397.9933472,0.265709341,397.9933472,0.223797828,397.9933472,0.172725007,397.9933472,0.109980546,397.9933472,0.05669624,397.9933472,0.001818954,397.9933472,0.0007646712475
395.9827271,0.0005680506001,395.9827271,0.064005837,395.9827271,0.17897594,395.9827271,0.237114981,395.9846802,0.2763502,395.9846802,0.340427369,395.9827271,0.288945645,395.9827271,0.268856406,395.9827271,0.225789353,395.9827271,0.175738394,395.9827271,0.1109633,395.9827271,0.05919027,395.9827271,0.00205752,395.9827271,0.001369584
394.0101013,0.000575127,394.0101013,0.064290054,394.0101013,0.181895331,394.0101013,0.239086166,394.0122986,0.277260006,394.0122986,0.342395365,394.0101013,0.291512907,394.0101013,0.270146132,394.0101013,0.227828905,394.0101013,0.177089632,394.0101013,0.112696588,394.0101013,0.058738757,394.0101013,0.003556813,394.0101013,0.00159273
391.9981995,-0.000451269,391.9981995,0.062491197,391.9981995,0.180574983,391.9981995,0.238232017,392.0006104,0.276517391,392.0006104,0.343130589,391.9981995,0.290646464,391.9981995,0.269573361,391.9981995,0.227850959,391.9981995,0.176428497,391.9981995,0.111515135,391.9981995,0.05819352,391.9981995,0.002445434,391.9981995,0.001012363
389.9856567,-0.000138416,389.9856567,0.064533159,389.9856567,0.180662125,389.9856567,0.239246085,389.9883118,0.276972085,389.9883118,0.342770815,389.9856567,0.291150957,389.9856567,0.269187868,389.9856567,0.227378383,389.9856567,0.176822424,389.9856567,0.111764416,389.9856567,0.059041105,389.9856567,0.003587115,389.9856567,0.001042773
388.0112,-0.000449252,388.0112,0.063414827,388.0112,0.180054843,388.0112,0.236484915,388.0140991,0.273693383,388.0140991,0.339191407,388.0112,0.289788276,388.0112,0.26786527,388.0112,0.226188421,388.0112,0.174640387,388.0112,0.111104228,388.0112,0.058477633,388.0112,0.001308096,388.0112,0.0003097583831
385.9973755,-0.000384909,385.9973755,0.062843405,385.9973755,0.177427307,385.9973755,0.23570174,386.0004883,0.272770613,386.0004883,0.336248845,385.9973755,0.286302865,385.9973755,0.266245425,385.9973755,0.224679634,385.9973755,0.173735872,385.9973755,0.109218389,385.9973755,0.057553999,385.9973755,0.002617566,385.9973755,0.001542329
383.9829407,0.0003359744733,383.9829407,0.062327988,383.9829407,0.177681759,383.9829407,0.234483451,383.9862976,0.269818097,383.9862976,0.332064331,383.9829407,0.284300953,383.9829407,0.263635069,383.9829407,0.222854912,383.9829407,0.172461584,383.9829407,0.109925762,383.9829407,0.057152249,383.9829407,0.004142004,383.9829407,0.0008157854318
382.0066528,-0.000578115,382.0066528,0.061015636,382.0066528,0.173613578,382.0066528,0.22936067,382.0101929,0.264576793,382.0101929,0.328566641,382.0066528,0.278665751,382.0066528,0.259429216,382.0066528,0.219433695,382.0066528,0.169506714,382.0066528,0.106654368,382.0066528,0.055441767,382.0066528,0.003528966,382.0066528,0.0001526763954
379.9909668,0.001118574,379.9909668,0.06093628,379.9909668,0.173226178,379.9909668,0.228619069,379.994751,0.262704194,379.994751,0.32485804,379.9909668,0.276634842,379.9909668,0.255230874,379.9909668,0.217224196,379.9909668,0.167078897,379.9909668,0.104984731,379.9909668,0.05807405,379.9909668,0.002779112,379.9909668,0.001629962
378.0134583,-0.000310158,378.0134583,0.058972251,378.0134583,0.169155851,378.0134583,0.224127665,378.0174866,0.257036686,378.0174866,0.31819123,378.0134583,0.269591212,378.0134583,0.252185017,378.0134583,0.21137248,378.0134583,0.163809076,378.0134583,0.104270086,378.0134583,0.055135328,378.0134583,0.003008014,378.0134583,0.0005739863263
375.996582,0.001024765,375.996582,0.059532363,375.996582,0.167481676,375.996582,0.221052945,376.000824,0.25303334,376.000824,0.315151036,375.996582,0.265696585,375.996582,0.247846514,375.996582,0.208479241,375.996582,0.161944643,375.996582,0.102396749,375.996582,0.054015338,375.996582,0.00397005,375.996582,0.001993153
374.0178528,0.001728476,374.0178528,0.058313023,374.0178528,0.164495587,374.0178528,0.21695216,373.983551,0.248863012,373.983551,0.309189171,374.0178528,0.2616615,374.0178528,0.243547544,374.0178528,0.203998447,374.0178528,0.157241985,374.0178528,0.101320349,374.0178528,0.053341366,374.0178528,0.002615535,374.0178528,0.001004786
371.9997559,-0.00037534,371.9997559,0.058032628,371.9997559,0.162193984,371.9997559,0.213969216,372.0044556,0.246373907,372.0044556,0.303944677,371.9997559,0.25807327,371.9997559,0.240777224,371.9997559,0.202269003,371.9997559,0.156222045,371.9997559,0.100587033,371.9997559,0.053768463,371.9997559,0.004037532,371.9997559,0.001548512
369.9810486,-0.002672871,369.9810486,0.057571288,369.9810486,0.159976035,369.9810486,0.212601289,369.9859619,0.241200954,369.9859619,0.297085702,369.9810486,0.258719355,369.9810486,0.240537584,369.9810486,0.200609773,369.9810486,0.151132956,369.9810486,0.099113204,369.9810486,0.055010289,369.9810486,0.004149975,369.9810486,0.00200111
368.0006104,0.000461611,368.0006104,0.057279028,368.0006104,0.157212243,368.0006104,0.213048235,368.0057678,0.240280673,368.0057678,0.29851687,368.0006104,0.254409373,368.0006104,0.23644203,368.0006104,0.200418159,368.0006104,0.155706763,368.0006104,0.100653417,368.0006104,0.055548042,368.0006104,0.005412799,368.0006104,0.003358664
365.9806824,-0.001424702,365.9806824,0.05474855,365.9806824,0.159317702,365.9806824,0.212804824,365.986084,0.242920801,365.986084,0.30083859,365.9806824,0.254059732,365.9806824,0.234063968,365.9806824,0.196390539,365.9806824,0.153496385,365.9806824,0.097015344,365.9806824,0.053166639,365.9806824,0.003637152,365.9806824,0.00054843
363.9990234,0.002353836,363.9990234,0.059539277,363.9990234,0.160789415,363.9990234,0.217186078,364.0046387,0.246259615,364.0046387,0.304948062,363.9990234,0.258310497,363.9990234,0.241641805,363.9990234,0.204443619,363.9990234,0.156298682,363.9990234,0.101467051,363.9990234,0.055724557,363.9990234,0.005648864,363.9990234,0.003000168
362.0167847,5.67716379E-005,362.0167847,0.059164107,362.0167847,0.165717289,362.0167847,0.222960666,361.9837952,0.253105104,361.9837952,0.314309567,362.0167847,0.265787125,362.0167847,0.248423845,362.0167847,0.208939046,362.0167847,0.163686276,362.0167847,0.103022434,362.0167847,0.058292683,362.0167847,0.006326203,362.0167847,0.0006316626095
359.9951477,0.0001012,359.9951477,0.061660394,359.9951477,0.17599982,359.9951477,0.231349185,360.0012207,0.267834932,360.0012207,0.329263717,359.9951477,0.278357238,359.9951477,0.258737862,359.9951477,0.218341708,359.9951477,0.17047067,359.9951477,0.110840589,359.9951477,0.06082448,359.9951477,0.00563861,359.9951477,0.001804085
358.0118103,0.0001928674028,358.0118103,0.063795522,358.0118103,0.18610093,358.0118103,0.24589631,358.0181274,0.286723226,358.0181274,0.353438199,358.0118103,0.299511492,358.0118103,0.27851674,358.0118103,0.232258722,358.0118103,0.184680924,358.0118103,0.120059341,358.0118103,0.069185704,358.0118103,0.008155734,358.0118103,0.001427496
355.9890137,-0.00116775,355.9890137,0.069197483,355.9890137,0.20130457,355.9890137,0.265389621,355.9955444,0.314489931,355.9955444,0.385283232,355.9890137,0.320278138,355.9890137,0.297350675,355.9890137,0.254840314,355.9890137,0.200144172,355.9890137,0.128879979,355.9890137,0.075243734,355.9890137,0.009375758,355.9890137,0.0006471392699
354.0045166,-0.000540215,354.0045166,0.079065219,354.0045166,0.227327913,354.0045166,0.297546715,354.011261,0.350616485,354.011261,0.431392342,354.0045166,0.362909347,354.0045166,0.338818371,354.0045166,0.287271559,354.0045166,0.228667185,354.0045166,0.150642708,354.0045166,0.089147002,354.0045166,0.016335463,354.0045166,0.001234624
351.9805603,0.002755848,351.9805603,0.095412664,351.9805603,0.260384768,351.9805603,0.338461399,351.9875183,0.399056464,351.9875183,0.493301123,351.9805603,0.423853427,351.9805603,0.39129132,351.9805603,0.334842354,351.9805603,0.266404241,351.9805603,0.179164186,351.9805603,0.107032046,351.9805603,0.024369972,351.9805603,0.004131132
349.9949341,0.002064568,349.9949341,0.108706862,349.9949341,0.30776602,349.9949341,0.399961412,350.0021667,0.478530675,350.0021667,0.595288873,349.9949341,0.492586315,349.9949341,0.462860107,349.9949341,0.39599219,349.9949341,0.322433054,349.9949341,0.215391323,349.9949341,0.131732926,349.9949341,0.034283251,349.9949341,0.001907605
348.0088196,0.0001658312831,348.0088196,0.131464213,348.0088196,0.372075111,348.0088196,0.47895363,348.0162354,0.572504997,348.0162354,0.716210008,348.0088196,0.599946618,348.0088196,0.555211484,348.0088196,0.48736009,348.0088196,0.384352505,348.0088196,0.265999764,348.0088196,0.165739179,348.0088196,0.051265117,348.0088196,0.001913273
345.9831543,-4.72E-05,345.9831543,0.160133094,345.9831543,0.458151937,345.9831543,0.596850097,345.9908447,0.72657615,345.9908447,0.906285167,345.9831543,0.751163006,345.9831543,0.696714878,345.9831543,0.605390668,345.9831543,0.487812102,345.9831543,0.343252003,345.9831543,0.208325237,345.9831543,0.072521538,345.9831543,0.002975642
343.9959106,0.0003703012771,343.9959106,0.204051435,343.9959106,0.574632943,343.9959106,0.733424544,344.0038147,0.903757632,344.0038147,1.142659187,343.9959106,0.938837111,343.9959106,0.868557155,343.9959106,0.764869869,343.9959106,0.619556189,343.9959106,0.432565391,343.9959106,0.270722508,343.9959106,0.107152917,343.9959106,0.002457513
342.0081482,0.003301772,342.0081482,0.266223609,342.0081482,0.743789971,342.0081482,0.950600624,342.0162659,1.150604129,342.0162659,1.43574667,342.0081482,1.197262406,342.0081482,1.126857281,342.0081482,1.00186801,342.0081482,0.803160608,342.0081482,0.562916935,342.0081482,0.358365059,342.0081482,0.164592221,342.0081482,0.007385032
339.9808044,-0.001453805,339.9808044,0.343800485,339.9808044,0.974800527,339.9808044,1.245681763,339.9891663,1.532279015,339.9891663,1.890289307,339.9808044,1.571938276,339.9808044,1.523057103,339.9808044,1.274668097,339.9808044,1.07808125,339.9808044,0.736134231,339.9808044,0.465833455,339.9808044,0.249769852,339.9808044,0.003061505
337.9919739,0.003585288,337.9919739,0.439182013,337.9919739,1.237772465,337.9919739,1.570462465,338.0005493,1.967229724,338.0005493,2.390273094,337.9919739,2.061803818,337.9919739,1.812825084,337.9919739,1.638743877,337.9919739,1.335101008,337.9919739,0.963641703,337.9919739,0.594512224,337.9919739,0.395913422,337.9919739,0.009082861
336.0025635,-2.50E-05,336.0025635,0.553828776,336.0025635,1.516379714,336.0025635,1.895549536,336.0113525,2.168066978,336.0113525,2.605785847,336.0025635,10,336.0025635,2.177125692,336.0025635,2.028756618,336.0025635,1.678663254,336.0025635,1.187638521,336.0025635,0.754718244,336.0025635,0.586084425,336.0025635,0.009334868
334.0126648,0.0003898104769,334.0126648,0.680909872,334.0126648,1.942788959,334.0126648,2.317494631,333.982666,2.718514919,333.982666,2.81652832,334.0126648,3.193212509,334.0126648,2.65468955,334.0126648,2.532476187,334.0126648,2.11666894,334.0126648,1.458123326,334.0126648,0.920791984,334.0126648,0.932056129,334.0126648,0.01621598
331.9831848,-0.002682647,331.9831848,0.806055546,331.9831848,2.154285192,331.9831848,10,331.9924622,2.998388529,331.9924622,3.041205406,331.9831848,2.259294271,331.9831848,10,331.9831848,2.835630894,331.9831848,2.612117529,331.9831848,1.790032744,331.9831848,1.103428364,331.9831848,1.399247408,331.9831848,0.020896992
329.9921875,0.0008827279089,329.9921875,0.969823778,329.9921875,2.878898621,329.9921875,2.698340178,330.0016785,3.663638115,330.0016785,10,329.9921875,10,329.9921875,10,329.9921875,10,329.9921875,2.782978058,329.9921875,2.110949039,329.9921875,1.337729812,329.9921875,2.243950605,329.9921875,0.027629808
328.0007019,-0.000969589,328.0007019,1.079465747,328.0007019,2.632003307,328.0007019,10,328.010437,2.282199383,328.010437,2.628065109,328.0007019,3.655760527,328.0007019,3.416450977,328.0007019,2.345308781,328.0007019,3.514996052,328.0007019,2.556012869,328.0007019,1.505136728,328.0007019,3.132663965,328.0007019,0.035801813
326.0086975,0.00106361,326.0086975,1.236432791,326.0086975,2.53363061,326.0086975,2.619807243,326.0186462,3.033237457,326.0186462,2.928179979,326.0086975,10,326.0086975,3.031167746,326.0086975,2.626977921,326.0086975,2.508712769,326.0086975,2.799319983,326.0086975,1.707575202,326.0086975,10,326.0086975,0.047539115
324.0161743,0.0009311580216,324.0161743,1.349719882,324.0161743,10,324.0161743,3.23741436,323.9873047,10,323.9873047,3.17082119,324.0161743,3.262753487,324.0161743,10,324.0161743,2.956634998,324.0161743,10,324.0161743,2.937162161,324.0161743,2.054536104,324.0161743,3.101781607,324.0161743,0.063373759
