"method","particle_count","benchmark_seed","task_seed","task_id","step_index","before_true_ph","before_measured_ph","target_ph","action_reagent","requested_volume_ml","actual_volume_ml","true_ph_after","measured_ph_after","observe_time_ms","recommend_time_ms","total_decision_time_ms","next_action_stop","next_action_reason","next_action_reagent","next_action_volume_ml"
"pf_100000","100000","101","1000101","159","28","9.512751149359985","9.51","8.932","acid","0.01","0.01","8.800168442072511","8.8","468.7205","30.4288","499.1493","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","29","8.800168442072511","8.8","8.932","base","0.01","0.01","9.512485255031606","9.51","584.7473","34.6433","619.3906","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","30","9.512485255031606","9.51","8.932","acid","0.01","0.01","8.800037215749512","8.8","468.296","31.3911","499.6871","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","31","8.800037215749512","8.8","8.932","base","0.01","0.01","9.51221953642954","9.51","820.7621","34.485","855.2471","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","32","9.51221953642954","9.51","8.932","acid","0.01","0.01","8.799906070769225","8.8","496.6054","30.7392","527.3446","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","33","8.799906070769225","8.8","8.932","base","0.01","0.01","9.51195399332956","9.51","493.067","45.9617","539.0287","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","34","9.51195399332956","9.51","8.932","acid","0.01","0.01","8.799775007029918","8.8","467.0061","31.7573","498.7634","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","35","8.799775007029918","8.8","8.932","base","0.01","0.01","9.511688625507475","9.51","544.3136","33.7448","578.0584","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","36","9.511688625507475","9.51","8.932","acid","0.01","0.01","8.799644024431302","8.8","485.5096","31.8128","517.3224","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","37","8.799644024431302","8.8","8.932","base","0.01","0.01","9.511423432739036","9.51","477.8725","31.8325","509.705","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","38","9.511423432739036","9.51","8.932","acid","0.01","0.01","8.799513122872824","8.8","511.6229","31.2712","542.8941","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","39","8.799513122872824","8.8","8.932","base","0.01","0.01","9.511158414800569","9.51","450.5659","30.3215","480.8874","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","40","9.511158414800569","9.51","8.932","acid","0.01","0.01","8.799382302252184","8.8","497.4916","31.2443","528.7359","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","41","8.799382302252184","8.8","8.932","base","0.01","0.01","9.510893571469637","9.51","484.6493","29.9627","514.612","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","42","9.510893571469637","9.51","8.932","acid","0.01","0.01","8.799251562469209","8.8","448.6402","31.5367","480.1769","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","43","8.799251562469209","8.8","8.932","base","0.01","0.01","9.51062890252281","9.51","483.4716","41.5974","525.069","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","44","9.51062890252281","9.51","8.932","acid","0.01","0.01","8.799120903423923","8.8","455.9812","33.8504","489.8316","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","45","8.799120903423923","8.8","8.932","base","0.01","0.01","9.510364407738564","9.51","452.7696","37.6648","490.4344","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","46","9.510364407738564","9.51","8.932","acid","0.01","0.01","8.798990325017257","8.8","477.7291","31.5061","509.2352","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","47","8.798990325017257","8.8","8.932","base","0.01","0.01","9.510100086894568","9.51","597.7055","30.2248","627.9303","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","48","9.510100086894568","9.51","8.932","acid","0.01","0.01","8.798859827144454","8.8","507.4322","40.7022","548.1344","0","running","base","0.01"
"pf_100000","100000","101","1000101","159","49","8.798859827144454","8.8","8.932","base","0.01","0.01","9.509835939769772","9.51","473.9221","45.2401","519.1622","0","running","acid","0.01"
"pf_100000","100000","101","1000101","159","50","9.509835939769772","9.51","8.932","acid","0.01","0.01","8.798729409711314","8.8","514.9105","0.3354","515.2459","1","max_steps","","0.0"
"pf_100000","100000","101","1000101","317","1","3.118","3.12","2.461","acid","1.73","1.73","2.9120852049699044","2.91","970.1268","32.2433","1002.3701","0","running","acid","3.16"
"pf_100000","100000","101","1000101","317","2","2.9120852049699044","2.91","2.461","acid","3.16","3.16","2.579746525565681","2.58","479.4055","40.23","519.6355","0","running","acid","1.35"
"pf_100000","100000","101","1000101","317","3","2.579746525565681","2.58","2.461","acid","1.35","1.35","2.436836837793872","2.44","617.1669","1.9538","619.1207","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","475","1","4.81","4.8100000000000005","5.474","base","1.77","1.77","5.004121295399113","5.0","956.0513","6.9204","962.9717","0","running","base","1.19"
"pf_100000","100000","101","1000101","475","2","5.004121295399113","5.0","5.474","base","1.19","1.19","5.13781778768989","5.14","471.8689","6.5149","478.3838","0","running","base","0.86"
"pf_100000","100000","101","1000101","475","3","5.13781778768989","5.14","5.474","base","0.86","0.86","5.240426547163613","5.24","465.1699","6.4183","471.5882","0","running","base","0.62"
"pf_100000","100000","101","1000101","475","4","5.240426547163613","5.24","5.474","base","0.62","0.62","5.319706650738652","5.32","451.6104","6.4779","458.0883","0","running","base","0.41"
"pf_100000","100000","101","1000101","475","5","5.319706650738652","5.32","5.474","base","0.41","0.41","5.375578949971359","5.38","532.4275","1.9089","534.3364","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","632","1","5.927","5.93","5.424","acid","1.35","1.35","4.912558149610158","4.91","1535.8011","51.4984","1587.2995","0","running","base","0.67"
"pf_100000","100000","101","1000101","632","2","4.912558149610158","4.91","5.424","base","0.67","0.67","5.342140749134977","5.34","503.1653","1.9674","505.1327","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","790","1","4.766","4.7700000000000005","5.288","base","1.39","1.39","4.940612096063205","4.94","910.1388","7.1434","917.2822","0","running","base","0.89"
"pf_100000","100000","101","1000101","790","2","4.940612096063205","4.94","5.288","base","0.89","0.89","5.055790646508477","5.06","546.2105","7.7077","553.9182","0","running","base","0.59"
"pf_100000","100000","101","1000101","790","3","5.055790646508477","5.0600000000000005","5.288","base","0.59","0.59","5.132941011079076","5.13","507.7946","7.9343","515.7289","0","running","base","0.42"
"pf_100000","100000","101","1000101","790","4","5.132941011079076","5.13","5.288","base","0.42","0.42","5.188050140998872","5.19","495.0684","1.9526","497.021","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","948","1","4.488","4.49","2.494","acid","5.59","5.59","1.8963486903687712","1.9","1507.7804","34.4394","1542.2198","0","running","base","1.35"
"pf_100000","100000","101","1000101","948","2","1.8963486903687712","1.9000000000000001","2.494","base","1.35","1.35","2.306937864883122","2.31","482.5537","39.6191","522.1728","0","running","base","0.5"
"pf_100000","100000","101","1000101","948","3","2.306937864883122","2.31","2.494","base","0.5","0.5","2.579303526156508","2.58","509.5665","1.9478","511.5143","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1106","1","4.101","4.1","6.054","base","5.42","5.42","12.08153701766259","12.08","1490.5651","38.859","1529.4241","0","running","acid","2.71"
"pf_100000","100000","101","1000101","1106","2","12.08153701766259","12.08","6.054","acid","2.71","2.71","5.301729176899753","5.3","985.8513","35.419","1021.2703","0","running","base","1.35"
"pf_100000","100000","101","1000101","1106","3","5.301729176899753","5.3","6.054","base","1.35","1.35","11.25017078511809","11.25","923.5378","44.3994","967.9372","0","running","acid","0.67"
"pf_100000","100000","101","1000101","1106","4","11.25017078511809","11.25","6.054","acid","0.67","0.67","5.853462203305785","5.85","983.011","42.6147","1025.6257","0","running","base","0.33"
"pf_100000","100000","101","1000101","1106","5","5.853462203305785","5.8500000000000005","6.054","base","0.33","0.33","7.1297510426084045","7.13","976.0639","34.0869","1010.1508","0","running","acid","0.16"
"pf_100000","100000","101","1000101","1106","6","7.1297510426084045","7.13","6.054","acid","0.16","0.16","6.160736155237087","6.16","475.1063","34.3822","509.4885","0","running","acid","0.16"
"pf_100000","100000","101","1000101","1106","7","6.160736155237087","6.16","6.054","acid","0.16","0.16","5.867174123178584","5.87","447.1097","34.7275","481.8372","0","running","base","0.08"
"pf_100000","100000","101","1000101","1106","8","5.867174123178584","5.87","6.054","base","0.08","0.08","5.992459427731941","5.99","462.7443","1.8646","464.6089","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1264","1","6.679","6.68","3.077","acid","7.83","7.83","1.5791938533677259","1.58","1502.0654","34.2345","1536.2999","0","running","base","3.31"
"pf_100000","100000","101","1000101","1264","2","1.5791938533677259","1.58","3.077","base","3.31","3.31","2.2428996134888903","2.24","451.5728","31.2438","482.8166","0","running","base","2.0"
"pf_100000","100000","101","1000101","1264","3","2.2428996134888903","2.24","3.077","base","2.0","2.0","5.881846397865514","5.88","818.3366","34.8129","853.1495","0","running","acid","1.0"
"pf_100000","100000","101","1000101","1264","4","5.881846397865514","5.88","3.077","acid","1.0","1.0","3.162513088323796","3.16","470.4243","0.3023","470.7266","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1422","1","3.238","3.24","3.569","base","0.87","0.87","3.3042269292340665","3.3","959.6537","3.147","962.8007","0","running","base","0.7"
"pf_100000","100000","101","1000101","1422","2","3.3042269292340665","3.3000000000000003","3.569","base","0.7","0.7","3.3569919170309204","3.36","454.3523","3.1239","457.4762","0","running","base","0.54"
"pf_100000","100000","101","1000101","1422","3","3.3569919170309204","3.36","3.569","base","0.54","0.54","3.397554730124975","3.4","448.6664","3.2411","451.9075","0","running","base","0.44"
"pf_100000","100000","101","1000101","1422","4","3.397554730124975","3.4","3.569","base","0.44","0.44","3.4305503599383913","3.43","502.752","3.4757","506.2277","0","running","base","0.37"
"pf_100000","100000","101","1000101","1422","5","3.4305503599383913","3.43","3.569","base","0.37","0.37","3.4582735946953367","3.46","466.0521","3.0856","469.1377","0","running","base","0.29"
"pf_100000","100000","101","1000101","1422","6","3.4582735946953367","3.46","3.569","base","0.29","0.29","3.479994256417352","3.48","471.3858","0.337","471.7228","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1579","1","3.41","3.41","7.003","base","7.88","7.88","5.069619144255338","5.07","1416.8142","42.9998","1459.814","0","running","base","4.54"
"pf_100000","100000","101","1000101","1579","2","5.069619144255338","5.07","7.003","base","4.54","4.54","6.012850900640732","6.01","956.5655","35.1105","991.676","0","running","base","2.75"
"pf_100000","100000","101","1000101","1579","3","6.012850900640732","6.01","7.003","base","2.75","2.75","6.579104145330147","6.58","485.3065","49.7639","535.0704","0","running","base","1.61"
"pf_100000","100000","101","1000101","1579","4","6.579104145330147","6.58","7.003","base","1.61","1.61","7.066716130028855","7.07","999.5486","1.9983","1001.5469","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1737","1","4.071","4.07","5.119","base","3.07","3.07","11.183209624817081","11.18","1424.6738","33.6996","1458.3734","0","running","acid","1.53"
"pf_100000","100000","101","1000101","1737","2","11.183209624817081","11.18","5.119","acid","1.53","1.53","4.535657842176839","4.54","969.8905","30.4847","1000.3752","0","running","base","0.76"
"pf_100000","100000","101","1000101","1737","3","4.535657842176839","4.54","5.119","base","0.76","0.76","4.9913939355281745","4.99","992.7071","33.2598","1025.9669","0","running","base","0.34"
"pf_100000","100000","101","1000101","1737","4","4.9913939355281745","4.99","5.119","base","0.34","0.34","5.531681880388046","5.53","668.6346","30.5877","699.2223","0","running","acid","0.17"
"pf_100000","100000","101","1000101","1737","5","5.531681880388046","5.53","5.119","acid","0.17","0.17","5.187915244153324","5.19","448.247","0.3063","448.5533","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","1895","1","8.55","8.55","9.034","base","1.28","1.28","11.413613629970037","11.41","1414.9872","6.376","1421.3632","0","running","acid","0.64"
"pf_100000","100000","101","1000101","1895","2","11.413613629970037","11.41","9.034","acid","0.64","0.64","9.157013131692743","9.16","1021.9089","6.5882","1028.4971","0","running","acid","0.23"
"pf_100000","100000","101","1000101","1895","3","9.157013131692743","9.16","9.034","acid","0.23","0.23","8.856439267271938","8.86","500.7976","36.5061","537.3037","0","running","base","0.11"
"pf_100000","100000","101","1000101","1895","4","8.856439267271938","8.86","9.034","base","0.11","0.11","8.978527044888757","8.98","463.8879","1.9541","465.842","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2053","1","2.622","2.62","4.456","base","4.52","4.52","2.7779263080976024","2.78","961.6812","3.1264","964.8076","0","running","base","3.98"
"pf_100000","100000","101","1000101","2053","2","2.7779263080976024","2.7800000000000002","4.456","base","3.98","3.98","2.9336563308862686","2.93","481.7061","6.9314","488.6375","0","running","base","3.67"
"pf_100000","100000","101","1000101","2053","3","2.9336563308862686","2.93","4.456","base","3.67","3.67","3.1158033565353547","3.12","467.2215","7.4081","474.6296","0","running","base","3.21"
"pf_100000","100000","101","1000101","2053","4","3.1158033565353547","3.12","4.456","base","3.21","3.21","3.3511324075754922","3.35","848.0983","7.4086","855.5069","0","running","base","2.65"
"pf_100000","100000","101","1000101","2053","5","3.3511324075754922","3.35","4.456","base","2.65","2.65","3.7226818409492006","3.72","494.1496","6.5124","500.662","0","running","base","1.7"
"pf_100000","100000","101","1000101","2053","6","3.7226818409492006","3.72","4.456","base","1.7","1.7","4.617880989616509","4.62","878.8015","7.4344","886.2359","0","running","acid","0.31"
"pf_100000","100000","101","1000101","2053","7","4.617880989616509","4.62","4.456","acid","0.31","0.31","4.264004840399975","4.26","479.3434","6.8013","486.1447","0","running","base","0.15"
"pf_100000","100000","101","1000101","2053","8","4.264004840399975","4.26","4.456","base","0.15","0.15","4.400358130812986","4.4","477.3146","1.9741","479.2887","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2211","1","7.069","7.07","6.632","acid","1.16","1.16","6.785787446940905","6.79","901.847","6.4265","908.2735","0","running","acid","0.39"
"pf_100000","100000","101","1000101","2211","2","6.785787446940905","6.79","6.632","acid","0.39","0.39","6.685199525246425","6.69","457.7007","1.8969","459.5976","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2369","1","2.332","2.33","2.572","base","0.64","0.64","2.4335034237601523","2.43","988.9123","3.0918","992.0041","0","running","base","0.37"
"pf_100000","100000","101","1000101","2369","2","2.4335034237601523","2.43","2.572","base","0.37","0.37","2.495026529908313","2.5","468.5061","0.3103","468.8164","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2526","1","2.437","2.44","1.868","acid","2.8","2.8","1.9732871284294884","1.97","1357.8359","60.3136","1418.1495","0","running","acid","0.42"
"pf_100000","100000","101","1000101","2526","2","1.9732871284294884","1.97","1.868","acid","0.42","0.42","1.9172465451638803","1.92","741.4274","2.1067","743.5341","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2684","1","3.885","3.88","3.626","acid","0.68","0.68","3.8530074563187586","3.85","1113.7959","5.5117","1119.3076","0","running","acid","0.6"
"pf_100000","100000","101","1000101","2684","2","3.8530074563187586","3.85","3.626","acid","0.6","0.6","3.8237116534896645","3.82","534.8919","3.0945","537.9864","0","running","acid","0.52"
"pf_100000","100000","101","1000101","2684","3","3.8237116534896645","3.8200000000000003","3.626","acid","0.52","0.52","3.7975377469835836","3.8","514.558","4.2558","518.8138","0","running","acid","0.47"
"pf_100000","100000","101","1000101","2684","4","3.7975377469835836","3.8000000000000003","3.626","acid","0.47","0.47","3.773176385187263","3.77","535.9266","3.7099","539.6365","0","running","acid","0.39"
"pf_100000","100000","101","1000101","2684","5","3.773176385187263","3.77","3.626","acid","0.39","0.39","3.7523991846682963","3.75","503.0062","30.6268","533.633","0","running","acid","2.83"
"pf_100000","100000","101","1000101","2684","6","3.7523991846682963","3.75","3.626","acid","2.83","2.83","3.58093020465063","3.58","579.6991","0.3064","580.0055","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","2842","1","6.447","6.45","4.327","acid","5.09","5.09","5.004977562198706","5.0","1641.5187","39.5676","1681.0863","0","running","acid","1.59"
"pf_100000","100000","101","1000101","2842","2","5.004977562198706","5.0","4.327","acid","1.59","1.59","4.604851251912756","4.6","534.5144","34.3364","568.8508","0","running","acid","0.68"
"pf_100000","100000","101","1000101","2842","3","4.604851251912756","4.6000000000000005","4.327","acid","0.68","0.68","4.405836319470181","4.41","840.1372","1.9584","842.0956","1","measured_success","","0.0"
"pf_100000","100000","101","1000101","3000","1","7.472","7.47","7.922","base","2.1","2.1","7.723687234221082","7.72","1003.7239","49.8377","1053.5616","0","running","base","1.09"
"pf_100000","100000","101","1000101","3000","2","7.723687234221082","7.72","7.922","base","1.09","1.09","7.853514838186031","7.85","519.7699","0.3604","520.1303","1","measured_success","","0.0"
"pf_100000","100000","202","1000202","1","1","2.507","2.5100000000000002","2.84","base","0.88","0.88","2.565741672531657","2.57","1057.519","3.2913","1060.8103","0","running","base","0.71"
"pf_100000","100000","202","1000202","1","2","2.565741672531657","2.57","2.84","base","0.71","0.71","2.6150823670440166","2.62","561.9097","5.6228","567.5325","0","running","base","0.58"
"pf_100000","100000","202","1000202","1","3","2.6150823670440166","2.62","2.84","base","0.58","0.58","2.657444292735531","2.66","578.1526","3.4183","581.5709","0","running","base","0.48"
"pf_100000","100000","202","1000202","1","4","2.657444292735531","2.66","2.84","base","0.48","0.48","2.6942476908040085","2.69","486.5664","3.9002","490.4666","0","running","base","0.4"
"pf_100000","100000","202","1000202","1","5","2.6942476908040085","2.69","2.84","base","0.4","0.4","2.7263688026169426","2.73","512.6009","3.1023","515.7032","0","running","base","0.3"
"pf_100000","100000","202","1000202","1","6","2.7263688026169426","2.73","2.84","base","0.3","0.3","2.751467568236354","2.75","475.0573","0.513","475.5703","1","measured_success","","0.0"
"pf_100000","100000","202","1000202","159","1","3.865","3.86","5.408","base","3.85","3.85","4.085211399432017","4.09","944.6935","5.2421","949.9356","0","running","base","3.09"
"pf_100000","100000","202","1000202","159","2","4.085211399432017","4.09","5.408","base","3.09","3.09","4.253011547358355","4.25","508.4906","6.3775","514.8681","0","running","base","2.8"
"pf_100000","100000","202","1000202","159","3","4.253011547358355","4.25","5.408","base","2.8","2.8","4.403836326973591","4.4","840.5223","3.1158","843.6381","0","running","base","2.46"
"pf_100000","100000","202","1000202","159","4","4.403836326973591","4.4","5.408","base","2.46","2.46","4.5369817053432175","4.54","515.3551","4.0946","519.4497","0","running","base","2.14"
"pf_100000","100000","202","1000202","159","5","4.5369817053432175","4.54","5.408","base","2.14","2.14","4.653296629007508","4.65","711.7619","3.0834","714.8453","0","running","base","1.9"
"pf_100000","100000","202","1000202","159","6","4.653296629007508","4.65","5.408","base","1.9","1.9","4.75655494526892","4.76","491.9026","8.13","500.0326","0","running","base","1.63"
"pf_100000","100000","202","1000202","159","7","4.75655494526892","4.76","5.408","base","1.63","1.63","4.844864530882322","4.84","644.008","8.5074","652.5154","0","running","base","1.45"
"pf_100000","100000","202","1000202","159","8","4.844864530882322","4.84","5.408","base","1.45","1.45","4.923144053149862","4.92","512.3872","6.4055","518.7927","0","running","base","1.25"
"pf_100000","100000","202","1000202","159","9","4.923144053149862","4.92","5.408","base","1.25","1.25","4.990486347167149","4.99","472.7889","6.5877","479.3766","0","running","base","1.07"
"pf_100000","100000","202","1000202","159","10","4.990486347167149","4.99","5.408","base","1.07","1.07","5.0481479301121865","5.05","505.3814","6.4233","511.8047","0","running","base","0.92"
"pf_100000","100000","202","1000202","159","11","5.0481479301121865","5.05","5.408","base","0.92","0.92","5.097858306850087","5.1","510.9386","6.6438","517.5824","0","running","base","0.8"
"pf_100000","100000","202","1000202","159","12","5.097858306850087","5.1000000000000005","5.408","base","0.8","0.8","5.1412875371858675","5.14","494.4219","7.1707","501.5926","0","running","base","0.7"
"pf_100000","100000","202","1000202","159","13","5.1412875371858675","5.14","5.408","base","0.7","0.7","5.179526985110581","5.18","527.2132","38.5141","565.7273","0","running","base","3.03"
"pf_100000","100000","202","1000202","159","14","5.179526985110581","5.18","5.408","base","3.03","3.03","5.349885619517524","5.35","525.1236","1.914","527.0376","1","measured_success","","0.0"
"pf_100000","100000","202","1000202","317","1","4.194","4.19","5.463","base","3.25","3.25","4.442529523933199","4.44","1018.7684","3.1179","1021.8863","0","running","base","2.43"
"pf_100000","100000","202","1000202","317","2","4.442529523933199","4.44","5.463","base","2.43","2.43","4.62650168323702","4.63","527.2618","6.1071","533.3689","0","running","base","2.04"
"pf_100000","100000","202","1000202","317","3","4.62650168323702","4.63","5.463","base","2.04","2.04","4.781036083081299","4.78","507.6816","3.1284","510.81","0","running","base","1.7"
"pf_100000","100000","202","1000202","317","4","4.781036083081299","4.78","5.463","base","1.7","1.7","4.909762392012986","4.91","503.0723","3.0973","506.1696","0","running","base","1.4"
"pf_100000","100000","202","1000202","317","5","4.909762392012986","4.91","5.463","base","1.4","1.4","5.015995652590814","5.02","810.6172","3.4642","814.0814","0","running","base","1.13"
"pf_100000","100000","202","1000202","317","6","5.015995652590814","5.0200000000000005","5.463","base","1.13","1.13","5.102373211368306","5.1","551.7664","65.4933","617.2597","0","running","base","1.11"
"pf_100000","100000","202","1000202","317","7","5.102373211368306","5.1000000000000005","5.463","base","1.11","1.11","5.18842795794024","5.19","552.5659","6.4232","558.9891","0","running","base","0.71"
"pf_100000","100000","202","1000202","317","8","5.18842795794024","5.19","5.463","base","0.71","0.71","5.244496833150226","5.24","502.1421","6.1727","508.3148","0","running","base","0.59"
"pf_100000","100000","202","1000202","317","9","5.244496833150226","5.24","5.463","base","0.59","0.59","5.291949239627879","5.29","725.7847","6.4349","732.2196","0","running","base","0.46"
"pf_100000","100000","202","1000202","317","10","5.291949239627879","5.29","5.463","base","0.46","0.46","5.329630345551939","5.33","468.2588","6.1423","474.4011","0","running","base","0.36"
"pf_100000","100000","202","1000202","317","11","5.329630345551939","5.33","5.463","base","0.36","0.36","5.359620114698103","5.36","518.9414","6.6886","525.63","0","running","base","0.28"
"pf_100000","100000","202","1000202","317","12","5.359620114698103","5.36","5.463","base","0.28","0.28","5.383293403582865","5.38","479.6908","1.8422","481.533","1","measured_success","","0.0"
"pf_100000","100000","202","1000202","475","1","3.988","3.99","7.921","base","8.18","8.18","5.566871738067093","5.57","1617.223","6.7042","1623.9272","0","running","base","3.93"
"pf_100000","100000","202","1000202","475","2","5.566871738067093","5.57","7.921","base","3.93","3.93","6.07042812564621","6.07","796.4002","7.2017","803.6019","0","running","base","3.87"
"pf_100000","100000","202","1000202","475","3","6.07042812564621","6.07","7.921","base","3.87","3.87","7.266811829726839","7.27","1170.0462","35.7958","1205.842","0","running","base","1.9"
