experiment,acid_type,target_pH,final_pH,steps,overshoots,success
1756,monoprotic,7.52,7.49,14,0,True
1757,monoprotic,6.11,6.05,20,0,True
1758,monoprotic,3.46,3.38,2,0,True
1759,diprotic,6.91,6.93,27,3,True
1760,monoprotic,9.39,7.72,50,42,False
1761,monoprotic,3.19,3.1,19,0,True
1762,triprotic,5.8,5.71,39,0,True
1763,diprotic,6.12,6.04,33,0,True
1764,triprotic,7.76,7.76,34,0,True
1765,monoprotic,3.2,3.12,24,0,True
1766,monoprotic,3.71,3.74,20,1,True
1767,triprotic,3.05,2.95,26,0,True
1768,triprotic,2.6,2.51,11,0,True
1769,diprotic,7.65,7.61,18,0,True
1770,triprotic,5.94,5.85,24,0,True
1771,monoprotic,3.55,3.45,2,0,True
1772,monoprotic,2.49,2.58,1,0,True
1773,triprotic,7.9,7.99,35,1,True
1774,monoprotic,9.9,9.92,14,5,True
1775,diprotic,7.89,7.97,26,5,True
1776,monoprotic,9.04,9.09,22,15,True
1777,triprotic,10.84,10.82,19,2,True
1778,monoprotic,4.97,4.88,6,0,True
1779,diprotic,6.44,6.4,32,0,True
1780,triprotic,10.47,10.4,21,4,True
1781,triprotic,9.15,10.48,50,27,False
1782,triprotic,9.1,9.48,50,23,False
1783,diprotic,4.69,4.62,18,0,True
1784,diprotic,3.24,3.17,24,0,True
1785,diprotic,8.63,6.13,50,38,False
1786,triprotic,3.35,3.27,13,0,True
1787,triprotic,7.35,7.27,42,0,True
1788,triprotic,8.45,8.44,36,0,True
1789,diprotic,7.65,7.64,23,2,True
1790,triprotic,3.48,3.44,24,0,True
1791,diprotic,9.89,10.89,50,35,False
1792,diprotic,7.53,8.15,50,29,False
1793,diprotic,6.89,6.8,24,0,True
1794,monoprotic,7.89,4.61,50,44,False
1795,diprotic,2.77,2.7,6,0,True
1796,triprotic,8.61,8.54,39,0,True
1797,diprotic,7.9,10.4,50,35,False
1798,triprotic,5.02,4.93,34,0,True
1799,monoprotic,5.34,4.51,50,20,False
1800,triprotic,2.68,2.59,20,0,True
1801,diprotic,5.15,5.07,20,0,True
1802,triprotic,5.32,5.26,25,0,True
1803,diprotic,5.01,5.03,15,1,True
1804,diprotic,3.1,3.01,14,0,True
1805,diprotic,7.81,7.78,25,0,True
1806,triprotic,8.16,8.24,34,3,True
1807,monoprotic,8.45,10.64,50,41,False
1808,diprotic,3.98,3.91,23,0,True
1809,diprotic,5.52,5.47,21,0,True
1810,monoprotic,8.07,5.37,50,42,False
1811,triprotic,8.36,8.26,37,6,True
1812,diprotic,7.91,5.57,50,36,False
1813,monoprotic,10.2,10.23,34,15,True
1814,triprotic,9.87,9.91,22,1,True
1815,diprotic,7.35,6.47,50,22,False
1816,monoprotic,3.61,3.56,1,0,True
1817,monoprotic,4.88,4.81,6,0,True
1818,monoprotic,10.04,10.04,16,5,True
1819,triprotic,5.7,5.66,34,0,True
1820,triprotic,7.2,7.11,35,0,True
1821,diprotic,7.98,5.18,50,36,False
1822,diprotic,2.65,2.56,3,0,True
1823,monoprotic,6.19,4.44,50,20,False
1824,diprotic,7.22,7.13,31,0,True
1825,triprotic,6.37,6.33,29,0,True
1826,diprotic,2.37,2.28,9,0,True
1827,monoprotic,8.16,11.04,50,43,False
1828,triprotic,10.67,10.77,21,1,True
1829,monoprotic,5.6,5.69,22,7,True
1830,monoprotic,6.9,9.93,50,39,False
1831,triprotic,8.28,8.2,40,0,True
1832,monoprotic,2.01,2.1,8,0,True
1833,diprotic,10.12,10.14,16,3,True
1834,monoprotic,4.69,4.66,19,2,True
1835,monoprotic,6.37,6.28,23,0,True
1836,triprotic,7.91,7.83,38,0,True
1837,monoprotic,7.46,3.85,50,44,False
1838,monoprotic,5.37,3.82,50,20,False
1839,triprotic,6.98,6.91,28,0,True
1840,triprotic,3.08,3.0,27,0,True
1841,monoprotic,7.65,11.18,50,45,False
1842,triprotic,7.02,6.92,48,0,True
1843,monoprotic,6.86,4.31,50,28,False
1844,diprotic,10.03,10.04,13,1,True
1845,monoprotic,3.54,3.47,7,0,True
1846,diprotic,3.37,3.29,12,0,True
1847,monoprotic,7.71,7.75,13,1,True
1848,diprotic,4.35,4.41,18,1,True
1849,diprotic,8.6,7.09,50,34,False
1850,triprotic,10.22,10.65,50,29,False
1851,diprotic,3.31,3.22,18,0,True
1852,diprotic,3.98,3.89,30,0,True
1853,monoprotic,5.62,5.53,14,0,True
1854,diprotic,3.98,3.89,25,0,True
1855,triprotic,6.6,6.4,50,0,False
1856,monoprotic,8.48,10.32,50,31,False
1857,monoprotic,8.08,5.62,50,42,False
1858,diprotic,5.61,5.54,35,0,True
1859,diprotic,4.73,4.66,24,0,True
1860,diprotic,2.8,2.71,10,0,True
1861,triprotic,8.47,8.46,34,0,True
1862,triprotic,7.47,7.39,44,0,True
1863,diprotic,5.53,5.46,17,0,True
1864,triprotic,6.57,6.51,35,0,True
1865,monoprotic,3.68,3.62,25,0,True
1866,diprotic,10.99,11.07,15,1,True
1867,diprotic,9.44,7.44,50,38,False
1868,monoprotic,5.37,5.44,23,7,True
1869,monoprotic,2.06,1.97,24,0,True
1870,triprotic,8.8,8.78,33,0,True
1871,diprotic,6.81,6.77,27,0,True
1872,monoprotic,4.38,4.37,1,0,True
1873,diprotic,9.08,10.67,50,35,False
1874,triprotic,7.25,7.17,33,0,True
1875,monoprotic,6.21,6.18,18,0,True
1876,diprotic,5.56,5.51,34,0,True
1877,triprotic,5.15,5.06,37,0,True
1878,monoprotic,7.55,7.59,38,19,True
1879,diprotic,4.06,3.97,24,0,True
1880,monoprotic,4.73,4.76,27,7,True
1881,triprotic,6.36,6.28,32,0,True
1882,monoprotic,9.05,10.53,50,31,False
1883,diprotic,6.3,6.22,17,0,True
1884,monoprotic,5.16,5.07,19,0,True
1885,diprotic,2.81,2.72,8,0,True
1886,triprotic,3.41,3.34,23,0,True
1887,diprotic,5.23,5.23,19,0,True
1888,monoprotic,6.93,4.45,50,28,False
1889,diprotic,6.11,6.03,26,2,True
1890,diprotic,7.77,10.24,50,35,False
1891,triprotic,8.59,8.64,32,1,True
1892,monoprotic,9.75,11.39,50,25,False
1893,monoprotic,3.45,3.37,18,0,True
1894,triprotic,8.22,8.16,40,0,True
1895,triprotic,8.66,8.65,35,0,True
1896,diprotic,2.98,2.89,21,0,True
1897,monoprotic,4.82,4.75,20,0,True
1898,diprotic,7.37,5.02,50,28,False
1899,triprotic,3.47,3.39,21,0,True
1900,diprotic,2.66,2.58,26,0,True
1901,diprotic,2.2,2.3,3,0,True
1902,diprotic,10.01,9.15,50,36,False
1903,monoprotic,8.83,7.19,50,40,False
1904,triprotic,8.31,8.39,34,1,True
1905,triprotic,9.91,9.84,28,2,True
1906,monoprotic,4.16,4.07,13,0,True
1907,diprotic,7.56,7.48,29,0,True
1908,monoprotic,2.41,2.47,4,0,True
1909,monoprotic,7.54,10.79,50,43,False
1910,diprotic,2.25,2.32,5,0,True
1911,monoprotic,2.07,2.16,7,0,True
1912,triprotic,9.3,9.4,39,11,True
1913,monoprotic,9.73,11.4,50,25,False
1914,triprotic,5.45,5.36,32,0,True
1915,triprotic,6.34,6.25,37,0,True
1916,diprotic,7.46,7.39,28,0,True
1917,monoprotic,10.8,10.81,13,3,True
1918,monoprotic,4.84,4.75,11,0,True
1919,monoprotic,2.21,2.12,22,0,True
1920,diprotic,5.48,5.41,24,0,True
1921,triprotic,10.81,10.9,19,1,True
1922,monoprotic,4.02,3.92,23,0,True
1923,triprotic,5.32,5.25,27,0,True
1924,diprotic,8.61,8.67,23,5,True
1925,triprotic,4.84,4.75,36,0,True
1926,monoprotic,7.9,4.62,50,44,False
1927,diprotic,10.02,9.93,45,22,True
1928,diprotic,4.68,4.66,21,0,True
1929,monoprotic,5.76,5.67,21,6,True
1930,triprotic,2.59,2.5,7,0,True
1931,monoprotic,10.8,10.8,6,0,True
1932,triprotic,6.94,6.86,31,0,True
1933,monoprotic,7.64,5.05,50,42,False
1934,diprotic,9.09,11.09,50,39,False
1935,diprotic,10.05,10.02,39,20,True
1936,diprotic,8.57,8.51,22,0,True
1937,monoprotic,3.75,3.82,1,1,True
1938,diprotic,3.85,3.76,24,0,True
1939,monoprotic,5.49,5.43,23,4,True
1940,monoprotic,5.43,5.33,22,0,True
1941,triprotic,4.3,4.21,38,0,True
1942,monoprotic,4.18,4.16,23,0,True
1943,triprotic,3.34,3.24,26,0,True
1944,diprotic,8.31,5.6,50,36,False
1945,diprotic,9.31,10.39,50,27,False
1946,triprotic,8.6,10.17,50,25,False
1947,triprotic,4.9,4.82,29,0,True
1948,monoprotic,7.6,10.78,50,43,False
1949,monoprotic,3.42,3.35,24,0,True
1950,diprotic,4.35,4.3,21,0,True
1951,diprotic,7.09,7.06,21,0,True
1952,triprotic,10.38,10.37,23,4,True
1953,triprotic,8.17,8.09,36,0,True
1954,triprotic,3.84,3.74,19,0,True
1955,monoprotic,5.53,5.62,16,1,True
1956,triprotic,2.09,1.99,25,0,True
1957,monoprotic,9.02,11.1,50,43,False
1958,diprotic,7.68,7.66,23,0,True
1959,triprotic,4.26,4.22,21,0,True
1960,triprotic,2.34,2.24,17,0,True
1961,diprotic,6.88,6.78,29,0,True
1962,diprotic,3.33,3.24,11,0,True
1963,triprotic,4.09,4.0,31,0,True
1964,monoprotic,7.48,4.56,50,42,False
1965,diprotic,6.62,6.54,27,0,True
1966,triprotic,8.43,8.39,38,0,True
1967,triprotic,4.55,4.47,30,0,True
1968,diprotic,10.0,9.58,50,26,False
1969,triprotic,10.18,10.58,50,29,False
1970,monoprotic,2.15,2.09,1,0,True
1971,monoprotic,8.83,5.86,50,42,False
1972,monoprotic,8.39,8.37,41,22,True
1973,monoprotic,10.41,10.78,50,43,False
1974,diprotic,5.16,5.21,15,1,True
1975,monoprotic,3.92,3.83,23,0,True
1976,monoprotic,2.78,2.86,1,0,True
1977,diprotic,7.86,10.1,50,33,False
1978,monoprotic,8.22,8.29,19,7,True
1979,triprotic,9.18,9.12,33,0,True
1980,diprotic,4.36,4.28,25,0,True
1981,diprotic,7.41,7.51,27,1,True
1982,monoprotic,7.15,3.37,50,44,False
1983,triprotic,8.65,7.27,50,24,False
1984,triprotic,6.08,5.99,35,0,True
1985,diprotic,6.71,6.63,24,0,True
1986,triprotic,4.42,4.32,32,0,True
1987,monoprotic,2.87,2.79,7,0,True
1988,diprotic,4.17,4.13,17,0,True
1989,triprotic,4.05,3.98,22,0,True
1990,triprotic,3.17,3.08,25,0,True
1991,diprotic,6.44,6.39,30,0,True
1992,monoprotic,6.41,6.32,23,0,True
1993,monoprotic,5.85,5.88,16,1,True
1994,triprotic,3.63,3.55,26,0,True
1995,triprotic,9.11,9.03,30,0,True
1996,monoprotic,5.89,3.31,50,28,False
1997,diprotic,7.83,7.35,50,24,False
1998,monoprotic,7.68,7.61,12,0,True
1999,monoprotic,4.16,4.07,20,0,True
2000,triprotic,3.65,3.56,25,0,True
2001,diprotic,7.84,7.9,26,1,True
2002,triprotic,6.84,6.74,29,0,True
2003,monoprotic,9.59,8.61,50,24,False
2004,diprotic,5.75,5.69,18,0,True
2005,diprotic,9.51,8.04,50,36,False
2006,diprotic,9.62,8.55,50,34,False
2007,triprotic,9.42,7.89,50,28,False
2008,monoprotic,3.36,3.27,2,0,True
2009,diprotic,10.13,10.17,13,1,True
2010,triprotic,3.66,3.61,24,0,True
2011,monoprotic,5.66,5.59,22,0,True
2012,diprotic,9.51,6.61,50,30,False
2013,monoprotic,4.62,4.58,21,0,True
2014,monoprotic,4.08,4.1,21,3,True
2015,diprotic,6.06,6.14,32,3,True
2016,monoprotic,6.85,6.78,21,0,True
2017,monoprotic,2.93,2.95,1,0,True
2018,monoprotic,3.04,2.96,17,0,True
2019,diprotic,9.69,9.74,22,9,True
2020,monoprotic,7.03,5.93,50,28,False
2021,diprotic,4.84,4.75,45,0,True
2022,diprotic,9.88,10.87,50,35,False
2023,diprotic,2.72,2.63,23,0,True
2024,triprotic,2.26,2.17,24,0,True
2025,diprotic,5.74,5.65,36,0,True
2026,monoprotic,4.86,4.92,21,5,True
2027,triprotic,9.24,7.61,50,26,False
2028,diprotic,3.19,3.11,16,0,True
2029,triprotic,2.43,2.34,13,0,True
2030,monoprotic,4.33,4.26,17,0,True
2031,triprotic,3.14,3.05,19,0,True
2032,triprotic,8.4,8.36,37,0,True
2033,diprotic,8.88,10.27,50,33,False
2034,diprotic,8.54,6.71,50,34,False
2035,triprotic,4.96,4.86,41,0,True
2036,monoprotic,9.73,9.68,25,14,True
2037,diprotic,5.14,5.06,25,0,True
2038,diprotic,6.22,6.15,22,0,True
2039,diprotic,3.0,2.92,20,0,True
2040,monoprotic,9.14,10.31,50,31,False
2041,monoprotic,4.65,4.56,23,0,True
2042,monoprotic,3.77,3.68,24,0,True
2043,monoprotic,7.71,4.25,50,44,False
2044,diprotic,2.3,2.2,15,0,True
2045,monoprotic,10.22,10.23,17,7,True
2046,triprotic,5.65,5.57,37,0,True
2047,monoprotic,2.3,2.33,1,0,True
2048,monoprotic,9.39,11.22,50,39,False
2049,monoprotic,5.02,4.95,20,4,True
2050,diprotic,9.71,9.76,19,5,True
2051,monoprotic,7.04,4.13,50,38,False
2052,triprotic,3.71,3.66,25,0,True
2053,triprotic,3.81,3.8,23,0,True
2054,monoprotic,10.01,5.1,50,24,False
2055,triprotic,10.11,10.17,39,15,True
2056,triprotic,9.3,9.45,50,21,False
2057,diprotic,3.45,3.37,30,0,True
2058,monoprotic,9.37,11.01,50,25,False
2059,diprotic,6.77,6.73,26,2,True
2060,triprotic,6.53,6.46,50,0,True
2061,diprotic,2.73,2.64,16,0,True
2062,triprotic,7.15,7.08,27,0,True
2063,diprotic,8.86,11.12,50,37,False
2064,triprotic,5.9,5.81,29,0,True
2065,triprotic,8.21,8.19,35,0,True
2066,triprotic,7.58,7.49,45,0,True
2067,monoprotic,9.74,7.38,50,30,False
2068,diprotic,7.53,6.89,50,22,False
2069,triprotic,4.91,4.85,24,0,True
2070,triprotic,9.31,8.3,50,26,False
2071,monoprotic,6.77,10.34,50,43,False
2072,diprotic,10.04,9.94,29,12,True
2073,triprotic,3.87,3.82,22,0,True
2074,triprotic,6.94,6.91,32,0,True
2075,triprotic,5.94,5.9,29,0,True
2076,monoprotic,2.19,2.1,22,0,True
2077,monoprotic,8.37,5.95,50,42,False
2078,diprotic,8.01,10.08,50,35,False
2079,monoprotic,10.22,10.19,8,2,True
2080,diprotic,3.0,2.93,9,0,True
2081,monoprotic,8.91,11.14,50,43,False
2082,monoprotic,8.75,11.32,50,31,False
2083,monoprotic,10.32,10.3,33,20,True
2084,diprotic,5.96,5.89,29,2,True
2085,monoprotic,10.0,11.04,50,27,False
2086,monoprotic,2.63,2.7,1,0,True
2087,triprotic,9.55,8.2,50,30,False
2088,diprotic,8.32,10.18,50,33,False
2089,monoprotic,7.07,3.28,50,44,False
2090,monoprotic,3.37,3.39,1,1,True
2091,diprotic,7.58,7.5,29,0,True
2092,triprotic,8.79,8.72,33,0,True
2093,diprotic,10.96,10.92,13,0,True
2094,diprotic,2.27,2.18,22,0,True
2095,triprotic,3.73,3.64,21,0,True
2096,monoprotic,3.45,3.37,5,0,True
2097,monoprotic,10.02,10.1,48,21,True
2098,monoprotic,6.67,6.63,18,2,True
2099,triprotic,5.78,5.7,31,0,True
2100,monoprotic,8.5,4.6,50,38,False
2101,diprotic,8.77,11.12,50,39,False
2102,monoprotic,7.69,4.27,50,44,False
2103,triprotic,8.77,8.35,50,24,False
2104,triprotic,7.99,7.91,44,0,True
2105,diprotic,5.63,5.66,31,1,True
2106,diprotic,3.51,3.42,18,0,True
2107,monoprotic,4.62,4.71,44,15,True
2108,diprotic,5.18,5.08,32,0,True
2109,diprotic,8.67,9.1,50,31,False
2110,monoprotic,8.16,5.18,50,44,False
2111,triprotic,3.65,3.56,25,0,True
2112,monoprotic,7.59,10.78,50,43,False
2113,diprotic,3.36,3.32,24,0,True
2114,diprotic,6.94,6.87,26,0,True
2115,triprotic,2.04,2.01,1,0,True
2116,diprotic,7.36,7.32,26,0,True
2117,monoprotic,10.18,10.1,23,12,True
2118,monoprotic,6.4,8.43,50,29,False
2119,diprotic,9.32,8.17,50,34,False
2120,monoprotic,7.07,10.15,50,43,False
2121,diprotic,10.71,10.69,13,4,True
2122,triprotic,3.52,3.43,29,0,True
2123,monoprotic,3.04,2.99,26,0,True
2124,triprotic,4.41,4.35,23,0,True
2125,diprotic,4.43,4.33,27,0,True
2126,monoprotic,10.07,10.03,11,4,True
2127,diprotic,3.55,3.46,32,0,True
2128,monoprotic,2.83,2.75,12,0,True
2129,monoprotic,8.61,4.08,50,32,False
2130,triprotic,8.86,8.77,33,4,True
2131,triprotic,9.13,9.14,32,1,True
2132,monoprotic,6.87,10.17,50,35,False
2133,diprotic,3.66,3.57,24,0,True
2134,triprotic,2.52,2.44,22,0,True
2135,monoprotic,2.97,2.89,26,0,True
2136,triprotic,3.46,3.38,25,0,True
2137,monoprotic,3.43,3.34,15,0,True
2138,diprotic,3.37,3.29,23,0,True
2139,triprotic,6.8,6.71,25,0,True
2140,diprotic,8.16,10.32,50,25,False
2141,diprotic,5.47,5.39,35,0,True
2142,monoprotic,5.44,5.35,13,0,True
2143,diprotic,3.83,3.76,25,0,True
2144,triprotic,5.95,5.86,47,0,True
2145,triprotic,9.35,10.89,50,27,False
2146,diprotic,3.98,3.92,17,0,True
2147,diprotic,4.36,4.28,40,0,True
2148,diprotic,9.75,11.09,50,37,False
2149,monoprotic,10.02,10.8,50,25,False
2150,triprotic,3.72,3.64,21,0,True
2151,diprotic,3.2,3.12,21,0,True
2152,diprotic,9.18,6.12,50,30,False
2153,triprotic,2.34,2.25,20,0,True
2154,diprotic,3.55,3.45,15,0,True
2155,diprotic,3.23,3.15,28,0,True
2156,monoprotic,3.86,3.71,50,50,False
2157,monoprotic,10.82,10.88,6,1,True
2158,triprotic,7.29,7.21,44,0,True
2159,diprotic,5.68,5.6,35,0,True
2160,monoprotic,9.73,11.4,50,25,False
2161,triprotic,9.51,8.11,50,28,False
2162,monoprotic,2.51,2.58,3,0,True
2163,monoprotic,6.55,10.39,50,21,False
2164,diprotic,6.88,6.82,30,0,True
2165,triprotic,8.36,8.38,32,1,True
2166,diprotic,10.19,10.29,18,5,True
2167,diprotic,9.21,11.02,50,37,False
2168,triprotic,10.76,10.79,19,1,True
2169,diprotic,4.49,4.4,32,0,True
2170,triprotic,6.21,6.12,39,0,True
2171,monoprotic,10.69,10.73,9,1,True
2172,triprotic,9.46,9.38,25,0,True
2173,diprotic,9.8,10.78,50,27,False
2174,monoprotic,2.44,2.44,1,0,True
2175,triprotic,4.6,4.5,38,0,True
2176,monoprotic,10.76,10.85,7,1,True
2177,diprotic,6.38,6.38,29,0,True
2178,diprotic,3.65,3.58,28,0,True
2179,triprotic,10.13,10.74,50,31,False
2180,monoprotic,8.28,8.26,15,2,True
2181,monoprotic,3.54,3.47,25,0,True
2182,triprotic,7.41,7.34,33,0,True
2183,diprotic,4.46,4.36,27,0,True
2184,diprotic,5.02,4.95,20,0,True
2185,monoprotic,10.29,10.36,7,1,True
2186,triprotic,5.07,4.98,35,0,True
2187,triprotic,9.95,8.57,50,30,False
2188,monoprotic,3.43,3.38,24,0,True
2189,triprotic,6.35,6.28,32,0,True
2190,monoprotic,10.54,10.52,9,2,True
2191,diprotic,2.01,1.91,21,0,True
2192,triprotic,8.27,8.3,34,1,True
2193,diprotic,10.47,10.46,15,2,True
2194,diprotic,4.39,4.29,21,0,True
2195,diprotic,2.54,2.46,27,0,True
2196,monoprotic,5.94,4.55,50,20,False
2197,diprotic,8.45,8.35,24,0,True
2198,diprotic,8.86,11.13,50,39,False
2199,triprotic,2.44,2.35,26,0,True
2200,triprotic,9.31,9.95,50,25,False
2201,triprotic,5.14,5.06,22,0,True
2202,monoprotic,3.27,3.18,25,0,True
2203,triprotic,4.59,4.5,27,0,True
2204,diprotic,10.9,10.97,16,3,True
2205,monoprotic,10.09,10.01,44,24,True
2206,triprotic,2.9,2.84,27,0,True
2207,diprotic,10.23,10.15,15,4,True
2208,diprotic,2.91,2.82,26,0,True
2209,diprotic,9.6,11.23,50,27,False
2210,diprotic,5.81,5.73,20,0,True
2211,diprotic,5.35,5.27,17,0,True
2212,diprotic,4.8,4.72,23,0,True
2213,diprotic,6.24,6.18,35,0,True
2214,triprotic,3.99,3.94,25,0,True
2215,triprotic,10.65,10.73,21,1,True
2216,triprotic,2.25,2.33,5,0,True
2217,diprotic,7.79,7.75,36,12,True
2218,diprotic,9.92,9.83,40,22,True
2219,triprotic,8.55,8.51,32,2,True
2220,diprotic,9.67,8.34,50,36,False
2221,diprotic,4.97,4.88,36,0,True
2222,diprotic,10.32,10.39,17,3,True
2223,monoprotic,7.56,10.88,50,43,False
2224,triprotic,2.6,2.52,27,0,True
2225,diprotic,3.34,3.25,16,0,True
2226,triprotic,5.15,5.07,40,0,True
2227,diprotic,8.52,8.61,24,3,True
2228,monoprotic,3.28,3.19,15,0,True
2229,triprotic,3.14,3.05,25,0,True
2230,diprotic,6.36,6.42,31,3,True
2231,diprotic,10.64,10.67,17,3,True
2232,triprotic,10.31,10.17,50,30,False
2233,monoprotic,9.83,11.15,50,25,False
2234,triprotic,10.03,9.97,23,4,True
2235,diprotic,7.08,6.99,28,0,True
2236,diprotic,7.65,10.05,50,23,False
2237,diprotic,6.43,6.33,31,0,True
2238,monoprotic,5.61,4.85,50,20,False
2239,triprotic,2.51,2.42,8,0,True
2240,monoprotic,2.59,2.64,1,0,True
2241,diprotic,3.07,2.97,27,0,True
2242,monoprotic,10.45,10.46,11,3,True
2243,diprotic,10.24,10.32,28,11,True
2244,monoprotic,2.56,2.62,3,0,True
2245,monoprotic,10.33,10.8,50,37,False
2246,monoprotic,4.14,4.04,23,0,True
2247,triprotic,9.19,9.15,31,0,True
2248,triprotic,7.33,7.24,40,0,True
2249,monoprotic,2.62,2.71,2,0,True
2250,triprotic,4.85,4.77,35,0,True
2251,monoprotic,8.1,11.2,50,45,False
2252,triprotic,10.78,10.83,19,1,True
2253,diprotic,3.28,3.19,21,0,True
2254,monoprotic,8.01,4.86,50,44,False
2255,diprotic,7.18,7.08,29,0,True
2256,triprotic,7.63,7.53,40,0,True
2257,triprotic,9.19,9.99,50,25,False
2258,diprotic,3.86,3.77,36,0,True
2259,diprotic,2.6,2.52,16,0,True
2260,monoprotic,7.36,3.69,50,44,False
2261,monoprotic,6.08,5.98,19,0,True
2262,monoprotic,6.1,6.11,19,1,True
2263,triprotic,6.98,6.89,49,0,True
2264,monoprotic,8.97,6.69,50,44,False
2265,monoprotic,5.93,4.56,50,20,False
2266,triprotic,8.32,8.3,40,10,True
2267,monoprotic,10.49,10.48,9,2,True
2268,diprotic,3.65,3.56,19,0,True
2269,monoprotic,2.65,2.56,23,0,True
2270,diprotic,5.07,4.99,15,0,True
2271,monoprotic,8.57,11.3,50,31,False
2272,monoprotic,3.09,2.99,20,0,True
2273,diprotic,4.69,4.61,39,0,True
2274,triprotic,8.1,8.01,33,0,True
2275,monoprotic,9.96,9.99,8,1,True
2276,diprotic,9.73,9.71,29,16,True
2277,monoprotic,5.16,5.26,19,3,True
2278,triprotic,8.61,8.64,30,1,True
2279,diprotic,2.47,2.38,6,0,True
2280,monoprotic,7.55,3.99,50,44,False
2281,diprotic,5.65,5.56,40,0,True
2282,monoprotic,7.49,7.48,17,0,True
2283,triprotic,4.29,4.19,25,0,True
2284,triprotic,8.48,8.43,35,0,True
2285,triprotic,2.68,2.6,8,0,True
2286,monoprotic,4.84,4.75,20,0,True
2287,triprotic,9.94,9.29,50,26,False
2288,diprotic,5.19,5.12,43,0,True
2289,triprotic,4.01,3.91,26,0,True
2290,triprotic,8.1,8.01,39,0,True
2291,triprotic,7.22,7.13,39,0,True
2292,triprotic,6.54,6.45,34,0,True
2293,triprotic,7.64,7.56,35,0,True
2294,diprotic,6.19,6.11,31,0,True
2295,monoprotic,6.77,6.69,19,0,True
2296,diprotic,3.25,3.18,25,0,True
2297,triprotic,8.83,8.83,28,0,True
2298,triprotic,10.73,10.7,19,0,True
2299,monoprotic,8.69,11.12,50,43,False
2300,triprotic,7.51,7.41,30,0,True
2301,triprotic,10.36,10.29,18,0,True
2302,diprotic,8.83,6.41,50,38,False
2303,triprotic,9.52,8.29,50,26,False
2304,monoprotic,5.01,4.92,21,0,True
2305,triprotic,6.83,6.73,42,0,True
2306,triprotic,6.79,6.69,33,0,True
2307,monoprotic,4.43,4.36,7,0,True
2308,triprotic,9.72,7.92,50,30,False
2309,diprotic,7.42,7.35,31,0,True
2310,diprotic,10.17,10.08,40,20,True
2311,triprotic,3.72,3.64,24,0,True
2312,monoprotic,9.9,11.35,50,25,False
2313,triprotic,9.29,7.96,50,26,False
2314,monoprotic,4.66,4.67,20,3,True
2315,monoprotic,7.45,7.36,35,22,True
2316,diprotic,9.28,7.55,50,36,False
2317,diprotic,8.27,5.61,50,36,False
2318,monoprotic,8.11,5.43,50,42,False
2319,diprotic,5.87,5.81,28,0,True
2320,diprotic,10.68,10.73,15,1,True
2321,triprotic,4.54,4.45,25,0,True
2322,diprotic,9.13,7.24,50,36,False
2323,monoprotic,4.24,4.23,18,0,True
2324,diprotic,5.77,5.69,33,0,True
2325,triprotic,9.6,9.61,30,1,True
2326,triprotic,8.33,8.25,37,0,True
2327,triprotic,3.15,3.11,26,0,True
2328,monoprotic,3.04,2.96,23,0,True
2329,diprotic,7.07,7.03,30,0,True
2330,triprotic,3.03,2.95,26,0,True
2331,diprotic,5.08,5.0,28,0,True
2332,diprotic,6.7,6.69,29,4,True
2333,triprotic,7.32,7.25,40,0,True
2334,monoprotic,8.33,8.07,50,30,False
2335,diprotic,10.82,10.91,12,3,True
2336,diprotic,4.71,4.66,16,0,True
2337,diprotic,6.04,6.03,29,0,True
2338,triprotic,10.72,10.78,20,1,True
2339,diprotic,5.27,5.18,18,0,True
2340,diprotic,9.35,11.26,50,27,False
2341,triprotic,3.62,3.53,25,0,True
2342,monoprotic,7.37,7.34,18,0,True
2343,monoprotic,2.66,2.58,18,0,True
2344,diprotic,5.65,5.56,33,0,True
2345,triprotic,3.47,3.4,24,0,True
2346,diprotic,2.29,2.2,20,0,True
2347,triprotic,10.1,10.17,27,3,True
2348,monoprotic,5.06,4.98,23,0,True
2349,diprotic,5.41,5.33,34,0,True
2350,diprotic,10.04,9.95,36,20,True
2351,diprotic,9.73,10.15,50,27,False
2352,monoprotic,8.95,10.91,50,41,False
2353,monoprotic,7.19,10.43,50,27,False
2354,triprotic,10.59,10.55,20,4,True
2355,diprotic,10.49,10.55,14,1,True
2356,diprotic,9.43,9.39,18,6,True
2357,triprotic,5.53,5.47,36,0,True
2358,diprotic,5.89,5.79,20,0,True
2359,triprotic,7.51,7.53,47,1,True
2360,triprotic,6.85,6.75,30,0,True
2361,monoprotic,8.77,6.4,50,44,False
2362,triprotic,10.16,10.09,29,10,True
2363,monoprotic,2.4,2.48,3,0,True
2364,diprotic,10.02,10.63,50,25,False
2365,monoprotic,7.37,6.78,50,28,False
2366,diprotic,6.69,6.7,29,1,True
2367,diprotic,4.96,4.96,15,0,True
2368,diprotic,3.85,3.79,25,0,True
2369,diprotic,10.08,10.1,19,5,True
2370,monoprotic,10.1,10.12,15,5,True
2371,monoprotic,5.95,4.1,50,28,False
2372,triprotic,10.75,10.68,20,0,True
2373,diprotic,4.94,4.89,24,0,True
2374,triprotic,5.34,5.24,38,0,True
2375,monoprotic,7.33,3.62,50,44,False
2376,triprotic,7.04,6.85,50,0,False
2377,diprotic,7.0,6.91,27,0,True
2378,triprotic,10.19,10.71,50,31,False
2379,diprotic,7.95,7.9,20,2,True
2380,triprotic,5.47,5.37,36,0,True
